gid,nome,tipo,fk
2499,Coronel Vivida,MUNICÍPIO,17
2500,Doutor Camargo,MUNICÍPIO,17
2501,Doutor Ulysses,MUNICÍPIO,17
2502,Enéas Marques,MUNICÍPIO,17
2503,Engenheiro Beltrão,MUNICÍPIO,17
2504,Goioxim,MUNICÍPIO,17
2505,Rio do Sul,MUNICÍPIO,18
2506,Japira,MUNICÍPIO,17
2507,Auriflama,MUNICÍPIO,31
2520,Caldeirão Grande,MUNICÍPIO,29
2521,Bananal,MUNICÍPIO,31
2522,Barra Bonita,MUNICÍPIO,31
2523,Barra do Chapéu,MUNICÍPIO,31
2524,Barra do Turvo,MUNICÍPIO,31
2525,Esplanada,MUNICÍPIO,29
2526,Ibirapitanga,MUNICÍPIO,29
2527,Coronel João Sá,MUNICÍPIO,29
2528,Curaçá,MUNICÍPIO,29
2529,Ponta Grossa,MUNICÍPIO,17
2530,Pontal do Paraná,MUNICÍPIO,17
2531,Porto Vitória,MUNICÍPIO,17
2532,Pranchita,MUNICÍPIO,17
2533,Buri,MUNICÍPIO,31
2534,Andorinha,MUNICÍPIO,29
2535,Anagé,MUNICÍPIO,29
2536,Barreiras,MUNICÍPIO,29
2537,Barra da Estiva,MUNICÍPIO,29
2538,Santa Maria do Oeste,MUNICÍPIO,17
2539,Brumado,MUNICÍPIO,29
2540,Capela do Alto Alegre,MUNICÍPIO,29
2541,Capivari,MUNICÍPIO,31
2542,Catanduva,MUNICÍPIO,31
2543,Itaberaba,MUNICÍPIO,29
2544,Estrela d'Oeste,MUNICÍPIO,31
2545,Jucuruçu,MUNICÍPIO,29
2546,Itabela,MUNICÍPIO,29
2547,Guaratinga,MUNICÍPIO,29
2548,Guajeru,MUNICÍPIO,29
2549,Correntina,MUNICÍPIO,29
2550,Cajuru,MUNICÍPIO,31
2551,Campina do Monte Alegre,MUNICÍPIO,31
2552,Coroados,MUNICÍPIO,31
2553,Cotia,MUNICÍPIO,31
2554,Eldorado,MUNICÍPIO,31
2555,Cruzeiro,MUNICÍPIO,31
2556,Cunha,MUNICÍPIO,31
2557,Descalvado,MUNICÍPIO,31
2558,Echaporã,MUNICÍPIO,31
2559,Macaubal,MUNICÍPIO,31
2560,Paraíso,MUNICÍPIO,31
2561,Pederneiras,MUNICÍPIO,31
2562,Pardinho,MUNICÍPIO,31
2563,Pirajuí,MUNICÍPIO,31
2564,Santo Expedito,MUNICÍPIO,31
2565,Suzanápolis,MUNICÍPIO,31
2566,Tabapuã,MUNICÍPIO,31
2567,Tabatinga,MUNICÍPIO,31
2568,Taiúva,MUNICÍPIO,31
2569,Tanabi,MUNICÍPIO,31
2570,Tapiraí,MUNICÍPIO,31
2571,Taquarivaí,MUNICÍPIO,31
2572,Boa Vista das Missões,MUNICÍPIO,22
2573,Bossoroca,MUNICÍPIO,22
2574,Brochier,MUNICÍPIO,22
2575,Butiá,MUNICÍPIO,22
2576,Cristino Castro,MUNICÍPIO,6
2577,Currais,MUNICÍPIO,6
2578,Flores do Piauí,MUNICÍPIO,6
2579,Mato Castelhano,MUNICÍPIO,22
2580,Chiapetta,MUNICÍPIO,22
2663,Juramento,MUNICÍPIO,24
2664,Machado,MUNICÍPIO,24
2665,Madre de Deus de Minas,MUNICÍPIO,24
2666,Malacacheta,MUNICÍPIO,24
2667,Ipuiúna,MUNICÍPIO,24
2668,Itabira,MUNICÍPIO,24
2669,Itabirito,MUNICÍPIO,24
2670,Itambacuri,MUNICÍPIO,24
2671,Itambé do Mato Dentro,MUNICÍPIO,24
2672,Itaobim,MUNICÍPIO,24
2673,Itaúna,MUNICÍPIO,24
2781,São José da Varginha,MUNICÍPIO,24
2581,Regeneração,MUNICÍPIO,6
2582,Hulha Negra,MUNICÍPIO,22
2583,Jaguarão,MUNICÍPIO,22
2584,Maçambará,MUNICÍPIO,22
2585,Manoel Viana,MUNICÍPIO,22
2586,Pinhal da Serra,MUNICÍPIO,22
2587,Bacuri,MUNICÍPIO,7
2588,Poço das Antas,MUNICÍPIO,22
2589,Pouso Novo,MUNICÍPIO,22
2590,Ronda Alta,MUNICÍPIO,22
2591,Salto do Jacuí,MUNICÍPIO,22
2592,Santiago,MUNICÍPIO,22
2593,São José do Herval,MUNICÍPIO,22
2594,São Martinho da Serra,MUNICÍPIO,22
2595,União da Serra,MUNICÍPIO,22
2596,Vacaria,MUNICÍPIO,22
2597,Veranópolis,MUNICÍPIO,22
2598,Vila Nova do Sul,MUNICÍPIO,22
2599,Imperatriz,MUNICÍPIO,7
2600,Centro Novo do Maranhão,MUNICÍPIO,7
2601,Godofredo Viana,MUNICÍPIO,7
2602,Lago da Pedra,MUNICÍPIO,7
2603,Lagoa do Mato,MUNICÍPIO,7
2604,Maracaçumé,MUNICÍPIO,7
2605,Presidente Médici,MUNICÍPIO,7
2606,Feliz Deserto,MUNICÍPIO,16
2607,Arauá,MUNICÍPIO,20
2608,Pedrinhas,MUNICÍPIO,20
2609,Monte Alegre de Sergipe,MUNICÍPIO,20
2610,Salgado,MUNICÍPIO,20
2611,Nossa Senhora das Dores,MUNICÍPIO,20
2612,Mar Vermelho,MUNICÍPIO,16
2613,Telha,MUNICÍPIO,20
2614,Tobias Barreto,MUNICÍPIO,20
2615,Tomar do Geru,MUNICÍPIO,20
2616,Belém do São Francisco,MUNICÍPIO,28
2617,Capitão,MUNICÍPIO,22
2618,Floresta,MUNICÍPIO,28
2619,São Sebastião da Grama,MUNICÍPIO,31
2620,Sarapuí,MUNICÍPIO,31
2621,Porto da Folha,MUNICÍPIO,20
2719,Novo Oriente de Minas,MUNICÍPIO,24
2782,São José do Goiabal,MUNICÍPIO,24
2783,São José do Jacuri,MUNICÍPIO,24
2784,Senhora do Porto,MUNICÍPIO,24
2785,São Pedro dos Ferros,MUNICÍPIO,24
2786,Serra Azul de Minas,MUNICÍPIO,24
2787,Serrania,MUNICÍPIO,24
2788,São Sebastião do Maranhão,MUNICÍPIO,24
2789,São Sebastião do Oeste,MUNICÍPIO,24
2790,São Sebastião do Paraíso,MUNICÍPIO,24
2622,Axixá do Tocantins,MUNICÍPIO,15
2623,Mirandiba,MUNICÍPIO,28
2624,Sanharó,MUNICÍPIO,28
2625,Petrolina,MUNICÍPIO,28
2626,Juripiranga,MUNICÍPIO,27
2627,Santa Maria da Boa Vista,MUNICÍPIO,28
2628,Tacaratu,MUNICÍPIO,28
2629,Surubim,MUNICÍPIO,28
2773,Santa Rita de Ibitipoca,MUNICÍPIO,24
2774,São Gonçalo do Sapucaí,MUNICÍPIO,24
2775,São João da Lagoa,MUNICÍPIO,24
2776,São João das Missões,MUNICÍPIO,24
2777,Tarumirim,MUNICÍPIO,24
2778,São João Evangelista,MUNICÍPIO,24
2630,Toritama,MUNICÍPIO,28
2631,Pocinhos,MUNICÍPIO,27
2632,Queimadas,MUNICÍPIO,27
2633,Ielmo Marinho,MUNICÍPIO,25
2634,Lagoa de Velhos,MUNICÍPIO,25
2635,São Fernando,MUNICÍPIO,25
2636,Engenheiro Caldas,MUNICÍPIO,24
2637,Vila Flor,MUNICÍPIO,25
2638,Senador Georgino Avelino,MUNICÍPIO,25
2639,Dores de Guanhães,MUNICÍPIO,24
2640,Estrela Dalva,MUNICÍPIO,24
2641,Eugenópolis,MUNICÍPIO,24
2642,Florestal,MUNICÍPIO,24
2643,Formiga,MUNICÍPIO,24
2644,Fortaleza de Minas,MUNICÍPIO,24
2645,Fortuna de Minas,MUNICÍPIO,24
2646,Fruta de Leite,MUNICÍPIO,24
2647,Galiléia,MUNICÍPIO,24
2648,Glaucilândia,MUNICÍPIO,24
2649,Gurinhatã,MUNICÍPIO,24
2650,Gonzaga,MUNICÍPIO,24
2651,Gouveia,MUNICÍPIO,24
2652,Grão Mogol,MUNICÍPIO,24
2653,Guanhães,MUNICÍPIO,24
2654,Guaraciaba,MUNICÍPIO,24
2655,Guaraciama,MUNICÍPIO,24
2656,Ibituruna,MUNICÍPIO,24
2657,Inhapim,MUNICÍPIO,24
2658,Inhaúma,MUNICÍPIO,24
2659,Ipanema,MUNICÍPIO,24
2660,Iapu,MUNICÍPIO,24
2661,Ibiraci,MUNICÍPIO,24
2662,Juiz de Fora,MUNICÍPIO,24
2674,Nova Módica,MUNICÍPIO,24
2675,Itumirim,MUNICÍPIO,24
2676,Iturama,MUNICÍPIO,24
2677,Jacuí,MUNICÍPIO,24
2678,Padre Paraíso,MUNICÍPIO,24
2679,Pains,MUNICÍPIO,24
2680,Jequeri,MUNICÍPIO,24
2681,Joaquim Felício,MUNICÍPIO,24
2682,José Raydan,MUNICÍPIO,24
2683,Ladainha,MUNICÍPIO,24
2684,Lamim,MUNICÍPIO,24
2685,Leopoldina,MUNICÍPIO,24
2686,Lima Duarte,MUNICÍPIO,24
2687,Luislândia,MUNICÍPIO,24
2688,Luminárias,MUNICÍPIO,24
2689,Manga,MUNICÍPIO,24
2690,Pedra do Indaiá,MUNICÍPIO,24
2691,Materlândia,MUNICÍPIO,24
2692,Ritápolis,MUNICÍPIO,24
2693,Ventania,MUNICÍPIO,17
2694,Vera Cruz do Oeste,MUNICÍPIO,17
2695,Verê,MUNICÍPIO,17
2696,Virmond,MUNICÍPIO,17
2697,Vitorino,MUNICÍPIO,17
2698,Wenceslau Braz,MUNICÍPIO,17
2699,Xambrê,MUNICÍPIO,17
2700,Mesquita,MUNICÍPIO,24
2701,Minas Novas,MUNICÍPIO,24
2702,Minduri,MUNICÍPIO,24
2703,Mirabela,MUNICÍPIO,24
2704,Monjolos,MUNICÍPIO,24
2705,Montalvânia,MUNICÍPIO,24
2706,Monte Azul,MUNICÍPIO,24
2707,Monte Santo de Minas,MUNICÍPIO,24
2708,Montes Claros,MUNICÍPIO,24
2709,Montezuma,MUNICÍPIO,24
2710,São Miguel do Tocantins,MUNICÍPIO,15
2711,Jordânia,MUNICÍPIO,24
2712,Itapetinga,MUNICÍPIO,29
2713,Pau Brasil,MUNICÍPIO,29
2714,Itapebi,MUNICÍPIO,29
2715,Mascote,MUNICÍPIO,29
2716,Itagimirim,MUNICÍPIO,29
2717,Nepomuceno,MUNICÍPIO,24
2718,Nova Resende,MUNICÍPIO,24
2720,Olho D'Água do Piauí,MUNICÍPIO,6
2721,Altos,MUNICÍPIO,6
2722,Onça de Pitangui,MUNICÍPIO,24
2723,Boqueirão do Piauí,MUNICÍPIO,6
2724,Santo Antônio do Jacinto,MUNICÍPIO,24
2725,Papagaios,MUNICÍPIO,24
2726,Pará de Minas,MUNICÍPIO,24
2727,Paraguaçu,MUNICÍPIO,24
2728,Paraisópolis,MUNICÍPIO,24
2729,Passos,MUNICÍPIO,24
2730,São Domingos do Prata,MUNICÍPIO,24
2731,Paulistas,MUNICÍPIO,24
2732,Pavão,MUNICÍPIO,24
2733,Pedra Azul,MUNICÍPIO,24
2734,Pedro Leopoldo,MUNICÍPIO,24
2735,Pedro Teixeira,MUNICÍPIO,24
2736,São Francisco de Sales,MUNICÍPIO,24
2737,Pequi,MUNICÍPIO,24
2738,Perdões,MUNICÍPIO,24
2739,Pimenta,MUNICÍPIO,24
2740,Piracema,MUNICÍPIO,24
2741,Piumhi,MUNICÍPIO,24
2742,Poço Fundo,MUNICÍPIO,24
2743,Poços de Caldas,MUNICÍPIO,24
2744,Pocrane,MUNICÍPIO,24
2745,Ponte Nova,MUNICÍPIO,24
2746,Ponto dos Volantes,MUNICÍPIO,24
2747,Porteirinha,MUNICÍPIO,24
2748,Pouso Alegre,MUNICÍPIO,24
2749,Pouso Alto,MUNICÍPIO,24
2750,Presidente Juscelino,MUNICÍPIO,24
2751,Santa Cruz do Escalvado,MUNICÍPIO,24
2752,Santa Efigênia de Minas,MUNICÍPIO,24
2753,Raul Soares,MUNICÍPIO,24
2754,Riacho dos Machados,MUNICÍPIO,24
2755,Ribeirão das Neves,MUNICÍPIO,24
2756,Rio Pomba,MUNICÍPIO,24
2757,Rio Acima,MUNICÍPIO,24
2758,Rio Casca,MUNICÍPIO,24
2759,Rio Doce,MUNICÍPIO,24
2760,Rio Espera,MUNICÍPIO,24
2761,Rio Preto,MUNICÍPIO,24
2762,Sabará,MUNICÍPIO,24
2763,Sabinópolis,MUNICÍPIO,24
2764,Santa Maria do Suaçuí,MUNICÍPIO,24
2765,Santana da Vargem,MUNICÍPIO,24
2766,Santana de Cataguases,MUNICÍPIO,24
2767,Santana de Pirapama,MUNICÍPIO,24
2768,Santana do Deserto,MUNICÍPIO,24
2769,Santana do Garambéu,MUNICÍPIO,24
2770,Santana do Jacaré,MUNICÍPIO,24
2771,Santana do Riacho,MUNICÍPIO,24
2772,Santana dos Montes,MUNICÍPIO,24
2791,São Sebastião do Rio Preto,MUNICÍPIO,24
2792,Virginópolis,MUNICÍPIO,24
2793,São Tomás de Aquino,MUNICÍPIO,24
2794,São Vicente de Minas,MUNICÍPIO,24
2795,Silvianópolis,MUNICÍPIO,24
2796,Simão Pereira,MUNICÍPIO,24
2797,Simonésia,MUNICÍPIO,24
2798,Sardoá,MUNICÍPIO,24
2799,Sem-Peixe,MUNICÍPIO,24
2800,Senador Modestino Gonçalves,MUNICÍPIO,24
2801,Setubinha,MUNICÍPIO,24
2802,Taiobeiras,MUNICÍPIO,24
2803,Taquaraçu de Minas,MUNICÍPIO,24
2804,Ubaporanga,MUNICÍPIO,24
2805,Umburatiba,MUNICÍPIO,24
2806,Vargem Bonita,MUNICÍPIO,24
2807,Varginha,MUNICÍPIO,24
2808,Veredinha,MUNICÍPIO,24
2809,Virgolândia,MUNICÍPIO,24
2810,Altônia,MUNICÍPIO,17
2811,Alto Paraná,MUNICÍPIO,17
2812,Ampére,MUNICÍPIO,17
2813,Antônio Olinto,MUNICÍPIO,17
2814,Arapongas,MUNICÍPIO,17
2815,Ariranha do Ivaí,MUNICÍPIO,17
2816,Assaí,MUNICÍPIO,17
2817,Astorga,MUNICÍPIO,17
2818,Atalaia,MUNICÍPIO,17
2819,Balsa Nova,MUNICÍPIO,17
2820,Barra do Jacaré,MUNICÍPIO,17
2821,Bela Vista do Paraíso,MUNICÍPIO,17
2822,Bituruna,MUNICÍPIO,17
2823,Boa Esperança do Iguaçu,MUNICÍPIO,17
2824,Boa Ventura de São Roque,MUNICÍPIO,17
2825,Bocaiúva do Sul,MUNICÍPIO,17
2826,Bom Sucesso do Sul,MUNICÍPIO,17
2827,Borrazópolis,MUNICÍPIO,17
2828,Braganey,MUNICÍPIO,17
2829,Califórnia,MUNICÍPIO,17
2830,Espigão Alto do Iguaçu,MUNICÍPIO,17
2831,Faxinal,MUNICÍPIO,17
2832,Fênix,MUNICÍPIO,17
2833,Figueira,MUNICÍPIO,17
2834,Formosa do Oeste,MUNICÍPIO,17
2835,Foz do Jordão,MUNICÍPIO,17
2836,Francisco Beltrão,MUNICÍPIO,17
2837,Guamiranga,MUNICÍPIO,17
2838,Guapirama,MUNICÍPIO,17
2839,Guaraci,MUNICÍPIO,17
2840,Honório Serpa,MUNICÍPIO,17
2841,Ibaiti,MUNICÍPIO,17
2842,Ibema,MUNICÍPIO,17
2843,Ibiporã,MUNICÍPIO,17
2844,Icaraíma,MUNICÍPIO,17
2845,Ipiranga,MUNICÍPIO,17
2846,Iporã,MUNICÍPIO,17
2847,Iracema do Oeste,MUNICÍPIO,17
2848,Irati,MUNICÍPIO,17
2849,Iretama,MUNICÍPIO,17
2850,Ivaí,MUNICÍPIO,17
2851,Ivaiporã,MUNICÍPIO,17
2852,Ivaté,MUNICÍPIO,17
2853,Jaboti,MUNICÍPIO,17
2854,Jacarezinho,MUNICÍPIO,17
2855,Juranda,MUNICÍPIO,17
2856,Kaloré,MUNICÍPIO,17
2857,Lapa,MUNICÍPIO,17
2858,Laranjal,MUNICÍPIO,17
2859,Laranjeiras do Sul,MUNICÍPIO,17
2860,Lindoeste,MUNICÍPIO,17
2861,Lobato,MUNICÍPIO,17
2862,Luiziana,MUNICÍPIO,17
2863,Lupionópolis,MUNICÍPIO,17
2864,Mallet,MUNICÍPIO,17
2865,Mamborê,MUNICÍPIO,17
2866,Mandaguaçu,MUNICÍPIO,17
2867,Mangueirinha,MUNICÍPIO,17
2868,Manoel Ribas,MUNICÍPIO,17
2869,João Pessoa,MUNICÍPIO,27
2870,Itamarati,MUNICÍPIO,11
2871,Fortaleza dos Nogueiras,MUNICÍPIO,7
2872,Água Azul do Norte,MUNICÍPIO,13
2873,Marmeleiro,MUNICÍPIO,17
2874,Marquinho,MUNICÍPIO,17
2875,Mauá da Serra,MUNICÍPIO,17
2876,Miraselva,MUNICÍPIO,17
2877,Missal,MUNICÍPIO,17
2878,Moreira Sales,MUNICÍPIO,17
2879,Morretes,MUNICÍPIO,17
2880,Munhoz de Melo,MUNICÍPIO,17
2881,Nova Cantu,MUNICÍPIO,17
2882,Nova Fátima,MUNICÍPIO,17
2891,Alcântara,MUNICÍPIO,7
2892,Apicum-Açu,MUNICÍPIO,7
2893,Guimarães,MUNICÍPIO,7
2894,Bragança,MUNICÍPIO,13
2895,Tracuateua,MUNICÍPIO,13
2896,Augusto Corrêa,MUNICÍPIO,13
2897,Paranacity,MUNICÍPIO,17
2898,Paranapoema,MUNICÍPIO,17
2883,Caputira,MUNICÍPIO,24
2884,Oiapoque,MUNICÍPIO,14
2885,Icatu,MUNICÍPIO,7
2886,Imbituba,MUNICÍPIO,18
2887,Porto Rico do Maranhão,MUNICÍPIO,7
2888,Cajapió,MUNICÍPIO,7
2889,Cururupu,MUNICÍPIO,7
2899,Divisa Alegre,MUNICÍPIO,24
2900,Miguelópolis,MUNICÍPIO,31
2901,Itaju,MUNICÍPIO,31
2902,Itaí,MUNICÍPIO,31
2903,Mirassol,MUNICÍPIO,31
2904,Além Paraíba,MUNICÍPIO,24
2905,Meridiano,MUNICÍPIO,31
2906,Pato Branco,MUNICÍPIO,17
2958,São João do Manhuaçu,MUNICÍPIO,24
2959,Rio Pardo de Minas,MUNICÍPIO,24
2960,Santo Hipólito,MUNICÍPIO,24
2961,Angra dos Reis,MUNICÍPIO,23
2962,São José do Barreiro,MUNICÍPIO,31
2963,Rio Claro,MUNICÍPIO,23
2890,São Luís,MUNICÍPIO,7
2907,Mira Estrela,MUNICÍPIO,31
2908,Riolândia,MUNICÍPIO,31
2909,Chalé,MUNICÍPIO,24
2910,Lajedão,MUNICÍPIO,29
2911,Ruy Barbosa,MUNICÍPIO,29
2912,Aricanduva,MUNICÍPIO,24
2913,Rancho Alegre,MUNICÍPIO,17
2914,Rebouças,MUNICÍPIO,17
2915,Renascença,MUNICÍPIO,17
2916,Rio Branco do Ivaí,MUNICÍPIO,17
2917,Rio Branco do Sul,MUNICÍPIO,17
2918,Rolândia,MUNICÍPIO,17
2919,Rosário do Ivaí,MUNICÍPIO,17
2920,Santa Cecília do Pavão,MUNICÍPIO,17
2921,Santa Cruz de Monte Castelo,MUNICÍPIO,17
2922,Rio Grande da Serra,MUNICÍPIO,31
2923,Uauá,MUNICÍPIO,29
2924,Calçoene,MUNICÍPIO,14
2925,Cáceres,MUNICÍPIO,21
2926,Cândido Mendes,MUNICÍPIO,7
2927,Anahy,MUNICÍPIO,17
2928,Schroeder,MUNICÍPIO,18
2929,Santo Antônio do Sudoeste,MUNICÍPIO,17
2930,São Jerônimo da Serra,MUNICÍPIO,17
2931,São João do Caiuá,MUNICÍPIO,17
2932,São João do Ivaí,MUNICÍPIO,17
2933,São João do Triunfo,MUNICÍPIO,17
2934,São Jorge do Ivaí,MUNICÍPIO,17
2935,São Jorge do Patrocínio,MUNICÍPIO,17
2936,São José da Boa Vista,MUNICÍPIO,17
2937,São José dos Pinhais,MUNICÍPIO,17
2938,São Pedro do Iguaçu,MUNICÍPIO,17
2939,Sapopema,MUNICÍPIO,17
2940,Saudade do Iguaçu,MUNICÍPIO,17
2941,Sengés,MUNICÍPIO,17
2942,Sertaneja,MUNICÍPIO,17
2943,Sertanópolis,MUNICÍPIO,17
2944,Telêmaco Borba,MUNICÍPIO,17
2945,Terra Roxa,MUNICÍPIO,17
2946,Tibagi,MUNICÍPIO,17
2947,Tomazina,MUNICÍPIO,17
2948,Três Barras do Paraná,MUNICÍPIO,17
2949,Tunas do Paraná,MUNICÍPIO,17
2950,Tuneiras do Oeste,MUNICÍPIO,17
2964,Itaguaí,MUNICÍPIO,23
2965,Paraty,MUNICÍPIO,23
2967,São Paulo de Olivença,MUNICÍPIO,11
2968,Buritirana,MUNICÍPIO,7
2969,Major Gercino,MUNICÍPIO,18
2970,São João Batista,MUNICÍPIO,18
2951,Coronel Pilar,MUNICÍPIO,22
2952,Miguel Pereira,MUNICÍPIO,23
2953,Herculândia,MUNICÍPIO,31
2954,Lagoinha do Piauí,MUNICÍPIO,6
2955,Governador Edison Lobão,MUNICÍPIO,7
2956,Nova Santa Rita,MUNICÍPIO,22
2957,Porto Alegre,MUNICÍPIO,22
2971,Candeal,MUNICÍPIO,29
2972,Monte Alegre do Sul,MUNICÍPIO,31
2973,São Bento do Sapucaí,MUNICÍPIO,31
2974,Inajá,MUNICÍPIO,17
2975,Americana,MUNICÍPIO,31
2976,Fernandópolis,MUNICÍPIO,31
2977,Rubinéia,MUNICÍPIO,31
2978,Jaguariúna,MUNICÍPIO,31
2979,Antônio Dias,MUNICÍPIO,24
2980,Ferros,MUNICÍPIO,24
2981,Sete Lagoas,MUNICÍPIO,24
2982,São Luiz do Paraitinga,MUNICÍPIO,31
2983,Estrela Velha,MUNICÍPIO,22
2984,Dilermando de Aguiar,MUNICÍPIO,22
2985,Baldim,MUNICÍPIO,24
2986,Caetanópolis,MUNICÍPIO,24
3036,Mato Leitão,MUNICÍPIO,22
2987,São José,MUNICÍPIO,18
2988,Itapissuma,MUNICÍPIO,28
2989,Pinheiro,MUNICÍPIO,7
2990,Mirinzal,MUNICÍPIO,7
5239,Parazinho,MUNICÍPIO,25
5240,Buriti dos Montes,MUNICÍPIO,6
2991,Nova Guataporanga,MUNICÍPIO,31
2992,Panorama,MUNICÍPIO,31
2993,Irapuã,MUNICÍPIO,31
2994,Mendonça,MUNICÍPIO,31
2995,Monte Alto,MUNICÍPIO,31
2996,Paulicéia,MUNICÍPIO,31
2997,Igarapé-Açu,MUNICÍPIO,13
2998,Itacoatiara,MUNICÍPIO,11
2999,Serrano do Maranhão,MUNICÍPIO,7
3000,Santa Helena,MUNICÍPIO,7
3001,Nova Esperança do Piriá,MUNICÍPIO,13
3002,Assunção,MUNICÍPIO,27
3003,Moju,MUNICÍPIO,13
3004,Prainha,MUNICÍPIO,13
3005,Caeté,MUNICÍPIO,24
3006,Santa Bárbara do Sul,MUNICÍPIO,22
3007,Itacurubi,MUNICÍPIO,22
3008,Anastácio,MUNICÍPIO,19
3009,Laje do Muriaé,MUNICÍPIO,23
3010,Monte Castelo,MUNICÍPIO,18
3011,São Jerônimo,MUNICÍPIO,22
3012,Águia Branca,MUNICÍPIO,8
3013,Colatina,MUNICÍPIO,8
3014,Fundão,MUNICÍPIO,8
3015,Domingos Martins,MUNICÍPIO,8
3016,Dona Euzébia,MUNICÍPIO,24
3017,São Tomé das Letras,MUNICÍPIO,24
3018,Tabocão,MUNICÍPIO,15
3047,Boa Vista do Sul,MUNICÍPIO,22
3019,Diogo de Vasconcelos,MUNICÍPIO,24
3020,Alto Alegre,MUNICÍPIO,22
3021,União da Vitória,MUNICÍPIO,17
3022,Espera Feliz,MUNICÍPIO,24
3023,Presidente Kennedy,MUNICÍPIO,8
3024,Bom Jesus do Itabapoana,MUNICÍPIO,23
3025,Sooretama,MUNICÍPIO,8
3026,Pedro Canário,MUNICÍPIO,8
3048,Capão da Canoa,MUNICÍPIO,22
3049,Guarapuava,MUNICÍPIO,17
3050,Guaraniaçu,MUNICÍPIO,17
3027,Luís Domingues,MUNICÍPIO,7
3028,Barão de Cotegipe,MUNICÍPIO,22
3029,Wenceslau Braz,MUNICÍPIO,24
3030,São José do Povo,MUNICÍPIO,21
3031,Águas Vermelhas,MUNICÍPIO,24
3032,Capinzal do Norte,MUNICÍPIO,7
3033,Carangola,MUNICÍPIO,24
3034,Carnaúba dos Dantas,MUNICÍPIO,25
3035,Montanhas,MUNICÍPIO,25
3037,Irará,MUNICÍPIO,29
3038,Cocal do Sul,MUNICÍPIO,18
3039,Mafra,MUNICÍPIO,18
3040,Chiador,MUNICÍPIO,24
3041,Confins,MUNICÍPIO,24
3042,Rio Bananal,MUNICÍPIO,8
3043,São Francisco de Itabapoana,MUNICÍPIO,23
3044,Planaltino,MUNICÍPIO,29
3045,Catas Altas,MUNICÍPIO,24
3051,Arapiraca,MUNICÍPIO,16
3046,Presidente Tancredo Neves,MUNICÍPIO,29
3052,Várzea Grande,MUNICÍPIO,6
3053,Diamante D'Oeste,MUNICÍPIO,17
3054,Curral de Dentro,MUNICÍPIO,24
3055,Ibicaré,MUNICÍPIO,18
3056,São Raimundo Nonato,MUNICÍPIO,6
3057,União do Oeste,MUNICÍPIO,18
3058,Campestre,MUNICÍPIO,16
3059,Xangri-lá,MUNICÍPIO,22
3060,Agrolândia,MUNICÍPIO,18
3061,Sítio Novo do Tocantins,MUNICÍPIO,15
3062,Santiago do Sul,MUNICÍPIO,18
3063,Demerval Lobão,MUNICÍPIO,6
3064,São Joaquim,MUNICÍPIO,18
3065,Belém,MUNICÍPIO,16
3066,Agudo,MUNICÍPIO,22
3067,São João do Piauí,MUNICÍPIO,6
3068,Macaparana,MUNICÍPIO,28
3069,Palmeira do Piauí,MUNICÍPIO,6
3070,Paulo Lopes,MUNICÍPIO,18
3071,Nova Itaberaba,MUNICÍPIO,18
3072,Pedro Laurentino,MUNICÍPIO,6
3073,São José do Hortêncio,MUNICÍPIO,22
3074,Jitaúna,MUNICÍPIO,29
3075,Bodoquena,MUNICÍPIO,19
3076,Rio Negro,MUNICÍPIO,19
3077,Vitória das Missões,MUNICÍPIO,22
3078,Pedro Gomes,MUNICÍPIO,19
3079,Canabrava do Norte,MUNICÍPIO,21
3080,Arenópolis,MUNICÍPIO,30
3081,Aruanã,MUNICÍPIO,30
3082,Colinas do Sul,MUNICÍPIO,30
3083,Murici,MUNICÍPIO,16
3084,São Bernardo do Campo,MUNICÍPIO,31
3085,Sítio do Quinto,MUNICÍPIO,29
3086,Presidente Getúlio,MUNICÍPIO,18
3087,Piranhas,MUNICÍPIO,16
3088,Capão do Leão,MUNICÍPIO,22
3089,Giruá,MUNICÍPIO,22
3090,Canguçu,MUNICÍPIO,22
3091,Pelotas,MUNICÍPIO,22
3092,Ibiam,MUNICÍPIO,18
3093,Santa Rosa,MUNICÍPIO,22
3094,Porto Esperidião,MUNICÍPIO,21
3095,Figueirópolis D'Oeste,MUNICÍPIO,21
3096,Vila Bela da Santíssima Trindade,MUNICÍPIO,21
3097,Agrestina,MUNICÍPIO,28
3098,Campo Grande,MUNICÍPIO,25
3099,Sete de Setembro,MUNICÍPIO,22
3100,Goiabeira,MUNICÍPIO,24
3101,Alfredo Vasconcelos,MUNICÍPIO,24
3102,Pajeú do Piauí,MUNICÍPIO,6
4629,Taipu,MUNICÍPIO,25
3103,Pindaí,MUNICÍPIO,29
3104,Piripá,MUNICÍPIO,29
3105,Alto Horizonte,MUNICÍPIO,30
3106,Campo Largo,MUNICÍPIO,17
3107,Novo São Joaquim,MUNICÍPIO,21
3108,Brejinho,MUNICÍPIO,25
3122,Pinheiro Preto,MUNICÍPIO,18
3109,Cravolândia,MUNICÍPIO,29
3110,Aiquara,MUNICÍPIO,29
3111,Porto Alegre do Tocantins,MUNICÍPIO,15
3112,Barracão,MUNICÍPIO,17
3113,Plácido de Castro,MUNICÍPIO,10
3114,Casimiro de Abreu,MUNICÍPIO,23
3115,Barreiras do Piauí,MUNICÍPIO,6
3116,Lafaiete Coutinho,MUNICÍPIO,29
3449,Pedrão,MUNICÍPIO,29
3117,São Vicente do Seridó,MUNICÍPIO,27
